stop_id,stop_name,lat,lon,region,metro
25059,איקאה/היוזמה,31.951151,34.770731,מרכז,תל אביב
39156,ש.ג בסיס פלמחים,31.928336,34.717561,מרכז,תל אביב
16061,השוק העירוני/לבקוביץ',31.894032,34.810379,מרכז,תל אביב
44001,קניון הנגב/יצחק בן צבי,31.244291,34.795887,דרום,באר שבע
22261,ת. רכבת רחובות,31.908551,34.805277,מרכז,תל אביב
23671,פקריס/פלאוט,31.911334,34.805326,מרכז,תל אביב
23676,אופנהיימר/ברגמן,31.910987,34.807696,מרכז,תל אביב
16867,מחנה תל נוף,31.822281,34.8195,מרכז,תל אביב
4339,תל חי/הירדן,33.212637,35.570614,צפון,פריפריה
9056,שדרות דוד טוביהו/סוקולוב,31.245292,34.78872,דרום,באר שבע
28450,אזור תעשיה רהט,31.393399,34.773933,דרום,באר שבע
40476,מתחם 4 מזרח,31.376636,34.75947,דרום,באר שבע
35529,כפר הנשיא,32.974481,35.60356,צפון,פריפריה
24390,אחוזה/הרב יצחק נסים,32.177924,34.886744,מרכז,תל אביב
21786,צומת כפר סבא רעננה צפון,32.192382,34.888841,מרכז,תל אביב
25142,הרימון/מבוא הגפן,32.016531,34.840302,מרכז,תל אביב
26668,הספרייה,30.610374,34.801868,דרום,פריפריה
37522,שגב שלום/מרכז מסחרי,31.196641,34.838514,דרום,באר שבע
28734,מועצה מקומית,31.199631,34.838426,דרום,באר שבע
39563,בגין/הרצל,31.520961,34.59331,דרום,פריפריה
27709,גילת/כניסה ראשית,31.335418,34.648452,דרום,באר שבע
22804,ישראל גלילי/הסחלב,31.96913,34.784014,מרכז,תל אביב
10794,מסעף נחושה,31.646951,34.925501,מרכז,פריפריה
46704,דרך מנחם בגין/דרך הרב שלום איפרגן,31.518208,34.589881,דרום,פריפריה
28237,בית ספר חאמד,31.253028,35.06913,דרום,פריפריה
28215,בית ספר חאמד,31.253153,35.069517,דרום,פריפריה
42069,בית ספר תיכון חמאד,31.251397,35.068466,דרום,פריפריה
39374,דרור/קנריות,31.330637,34.64874,דרום,באר שבע
40685,דרך יריחו/אל עזרייה,31.768209,35.252736,ירושלים,ירושלים
42472,קדר,31.747017,35.301774,מרכז,ירושלים
11623,שער יפו/יפו,31.777433,35.226288,ירושלים,ירושלים
15949,מחמוד דרוויש/אלבוחארי,32.257506,35.006394,מרכז,תל אביב
46590,אל נג'אח/אל טבל,32.262062,35.002334,מרכז,תל אביב
39840,טבעת דרומית,32.257872,35.004816,מרכז,תל אביב
18580,המעוף/הר וגיא,32.960688,35.508723,צפון,פריפריה
18578,הנחלים/הר וגיא,32.961167,35.507742,צפון,פריפריה
50884,נחל מירון/נחל השופט,32.958686,35.505679,צפון,פריפריה
51992,מסוף פדואל,32.092746,35.105958,מרכז,פריפריה
6554,מועצה מקומית,32.931894,35.318974,צפון,פריפריה
6555,נחף דואר,32.934638,35.318485,צפון,פריפריה
37061,צים סנטר/התעשייה,31.247451,35.201052,דרום,פריפריה
12625,ת. מרכזית אילת/שדרות התמרים,29.556369,34.951682,דרום,פריפריה
17861,אדמית מרכז,33.079481,35.211363,צפון,פריפריה
38918,שכונת הרחבה חדשה,33.048076,35.175786,צפון,פריפריה
38919,שכונת הרחבה חדשה בית 189,33.047751,35.173597,צפון,פריפריה
6667,פקיעין חיילים משוחררים מגרש כדורגל,32.967004,35.320927,צפון,פריפריה
39883,חיילים משוחררים יא,32.966387,35.322872,צפון,פריפריה
6648,מגרש כדורגל,32.967149,35.321362,צפון,פריפריה
18225,מסעף נבי סבלאן,33.015239,35.345665,צפון,פריפריה
18210,חיילים משוחררים ג,33.016006,35.33616,צפון,פריפריה
38183,שכונת חיילים משוחררים א,33.013702,35.337341,צפון,פריפריה
38173,כפר ילדים דרוזי,33.014364,35.335203,צפון,פריפריה
38182,חיילים משוחררים ב,33.015297,35.334364,צפון,פריפריה
38171,חיילים משוחררים ג,33.015915,35.336074,צפון,פריפריה
38170,חיילים משוחררים ד,33.015586,35.339614,צפון,פריפריה
38168,מקלט ציבורי אלעריד,33.014857,35.34294,צפון,פריפריה
39706,גנים מזרח 1,32.938534,35.326322,צפון,פריפריה
39704,מסגד אלרחמן 1,32.939485,35.323318,צפון,פריפריה
39703,המחצבה/תחילת המגרשים,32.940649,35.319908,צפון,פריפריה
6513,בית ספר א,32.93907,35.317342,צפון,פריפריה
6514,רחוב 6/רחוב 1,32.938008,35.316967,צפון,פריפריה
