trans_id,lang,translation
רבי ישראל נג'ארה/יונתן בן עוזיאל,EN,Rabbi Israel Nejara/Yonathan Ben Uziel
רבי ישראל נג'ארה/יונתן בן עוזיאל,HE,רבי ישראל נג'ארה/יונתן בן עוזיאל
רבי מאיר מפרימישלן/הרב מירב,AR,ربي مئير مفرميشلين/هراف ميراف
רבי מאיר מפרימישלן/הרב מירב,EN,Rabbi Meir mi-Premishlan/HaRav Meirav
רבי מאיר מפרימישלן/הרב מירב,HE,רבי מאיר מפרימישלן/הרב מירב
רבי מאיר מפרימישלן/הרב פנחס לוין,AR,ربي مئير مفرميشلين/هراف بنحاس لوين
רבי מאיר מפרימישלן/הרב פנחס לוין,EN,Rabbi Meir mi-Premishlan/HaRav Pinhas Levin
רבי מאיר מפרימישלן/הרב פנחס לוין,HE,רבי מאיר מפרימישלן/הרב פנחס לוין
רבי מאיר/בן זכאי,HE,רבי מאיר/בן זכאי
רבי מאיר/רבן יוחנן בן זכאי,AR,رابي مئير/رابان يوحنان بن زكاي
רבי מאיר/רבן יוחנן בן זכאי,EN,Rabbi Me'ir/Raban Yohanan Ben Zakay
רבי מאיר/רבן יוחנן בן זכאי,HE,רבי מאיר/רבן יוחנן בן זכאי
רבי נחמן מאומן/דבורה עומר,AR,راڤي نحمان مؤمان/دبورا عومر
רבי נחמן מאומן/דבורה עומר,EN,Rabbi Nachman/Dvora Omer
רבי נחמן מאומן/דבורה עומר,HE,רבי נחמן מאומן/דבורה עומר
רבי נחמן מאומן/הרב עובדיה יוסף,AR,راڤي نحمان مؤمان/هراڤ عوڤديا يوسف
רבי נחמן מאומן/הרב עובדיה יוסף,EN,Rabbi Nachman/HaRav Ovadia Yossef
רבי נחמן מאומן/הרב עובדיה יוסף,HE,רבי נחמן מאומן/הרב עובדיה יוסף
רבי נחמן מאומן/הרבי מלובאוויטש,AR,راڤي نحمان مؤمان/هراڤي ملوباويتش
רבי נחמן מאומן/הרבי מלובאוויטש,EN,Rabbi Nachman/Lubavitcher Rebbe
רבי נחמן מאומן/הרבי מלובאוויטש,HE,רבי נחמן מאומן/הרבי מלובאוויטש
רבי נחמן מאומן/יצחק בשביס זינגר,AR,راڤي نحمان مؤمان/يتسحاق بشيبس زينجر
רבי נחמן מאומן/יצחק בשביס זינגר,EN,Rabbi Nachman/Yitzhak Bashevis Singer
רבי נחמן מאומן/יצחק בשביס זינגר,HE,רבי נחמן מאומן/יצחק בשביס זינגר
רבי נחמן מברסלב/מפעל השס,AR,رابي نحمان مبرتسلاف/مفعال هَشاس
רבי נחמן מברסלב/מפעל השס,EN,Rabbi Nahman Mibreslav/Mifa'al HaShas
רבי נחמן מברסלב/מפעל השס,HE,רבי נחמן מברסלב/מפעל השס
רבי עקיבא,AR,راڤي عكيڤا
רבי עקיבא,EN,Rabbi Akiva
רבי עקיבא,HE,רבי עקיבא
רבי עקיבא / גן ורשה,AR,رابي عَكيفا/جان وارسو
רבי עקיבא / גן ורשה,EN,Rabbi Akiva/Varsha Garden
רבי עקיבא / גן ורשה,HE,רבי עקיבא / גן ורשה
רבי עקיבא / הבעל שם טוב,HE,רבי עקיבא / הבעל שם טוב
רבי עקיבא / הפלמח,HE,רבי עקיבא / הפלמח
רבי עקיבא / סלונים,AR,راڤي عكيڤا/سلونيم
רבי עקיבא / סלונים,EN,Rabbi Akiva/Slonim
רבי עקיבא / סלונים,HE,רבי עקיבא / סלונים
רבי עקיבא 3,HE,רבי עקיבא 3
רבי עקיבא ב,AR,رابي عكيڤا ب‘
רבי עקיבא ב,EN,Rabbi Akiva B
רבי עקיבא ב,HE,רבי עקיבא ב
רבי עקיבא ג,AR,رابي عكيڤا ج‘
רבי עקיבא ג,EN,Rabbi Akiva G
רבי עקיבא ג,HE,רבי עקיבא ג
רבי עקיבא גן ורשה,HE,רבי עקיבא גן ורשה
רבי עקיבא ז,AR,رڤي عكيڤا ذ
רבי עקיבא ז,EN,Rabi Akiva G
רבי עקיבא ז,HE,רבי עקיבא ז
רבי עקיבא/אור החיים,AR,راڤي عكيڤا/أور هَحييم
רבי עקיבא/אור החיים,EN,Rabbi Akiva/Or HaHayim
רבי עקיבא/אור החיים,HE,רבי עקיבא/אור החיים
רבי עקיבא/אליהו הנביא,AR,راڤي عكيڤا/إلياهو هَنڤي
רבי עקיבא/אליהו הנביא,EN,Rabbi Akiva/Eliyahu HaNavi
רבי עקיבא/אליהו הנביא,HE,רבי עקיבא/אליהו הנביא
רבי עקיבא/גאולה,AR,راڤي عكيڤا/چئولا
רבי עקיבא/גאולה,EN,Rabbi Akiva/Ge'ula
רבי עקיבא/גאולה,HE,רבי עקיבא/גאולה
רבי עקיבא/גן וורשה,AR,رابي عَكيفا/جان وارسو
רבי עקיבא/גן וורשה,EN,Rabbi Akiva/Warsaw Garden
רבי עקיבא/גן וורשה,HE,רבי עקיבא/גן וורשה
רבי עקיבא/גן ורשה,AR,راڤي عكيڤا/حديقة ڤرشا
רבי עקיבא/גן ורשה,EN,Rabbi Akiva/Varsha Garden
רבי עקיבא/גן ורשה,HE,רבי עקיבא/גן ורשה
רבי עקיבא/גן קדושי ורשה,AR,راڤي عكيڤا/حديقة كدوشي ڤرشا
רבי עקיבא/גן קדושי ורשה,EN,Rabbi Akiva/Kdoshe Varsha Garden
רבי עקיבא/גן קדושי ורשה,HE,רבי עקיבא/גן קדושי ורשה
רבי עקיבא/דרך השיירה,AR,راڤي عكيڤا/طريق هشَيَرا
רבי עקיבא/דרך השיירה,EN,Rabbi Akiva/HaShayara Road
רבי עקיבא/דרך השיירה,HE,רבי עקיבא/דרך השיירה
רבי עקיבא/דרך סטרומה,AR,راڤي عكيڤا/طريق ستروما
רבי עקיבא/דרך סטרומה,EN,Rabbi Akiva/Struma Road
רבי עקיבא/דרך סטרומה,HE,רבי עקיבא/דרך סטרומה
רבי עקיבא/האדמור מפיטסבורג,HE,רבי עקיבא/האדמור מפיטסבורג
רבי עקיבא/הראשונים,AR,رافي عكيفا/هريشونيم
רבי עקיבא/הראשונים,EN,Rabi Akiva/HaRishonim
רבי עקיבא/הראשונים,HE,רבי עקיבא/הראשונים
רבי עקיבא/הרב כהנמן,AR,راڤي عكيڤا/هراڤ كهنمان
רבי עקיבא/הרב כהנמן,EN,Rabbi Akiva/HaRav Kahanman
רבי עקיבא/הרב כהנמן,HE,רבי עקיבא/הרב כהנמן
רבי עקיבא/הרב קוק,AR,راڤي عكيڤا/هراڤ كوك
רבי עקיבא/הרב קוק,EN,Rabbi Akiva/HaRav Kook
רבי עקיבא/הרב קוק,HE,רבי עקיבא/הרב קוק
רבי עקיבא/הרב שך,AR,راڤي عكيڤا/هراڤ شاخ
רבי עקיבא/הרב שך,EN,Rabbi Akiva/HaRav Shach
רבי עקיבא/הרב שך,HE,רבי עקיבא/הרב שך
רבי עקיבא/חזון אי"ש,AR,راڤي عكيڤا/حزون إي"ش
רבי עקיבא/חזון אי"ש,EN,Rabbi Akiva/Hazon Ish
רבי עקיבא/חזון אי"ש,HE,רבי עקיבא/חזון אי"ש
רבי עקיבא/חיים חפר,AR,رافي عكيفا/حاييم حيفر
רבי עקיבא/חיים חפר,EN,Rabi Akiva/Hayim Hefer
רבי עקיבא/חיים חפר,HE,רבי עקיבא/חיים חפר
רבי עקיבא/יהודה לוי,HE,רבי עקיבא/יהודה לוי
רבי עקיבא/יצחק נסים,AR,رابي عَكيفا/يتسحاك نِيسيم
רבי עקיבא/יצחק נסים,EN,Rabbi Akiva/Itshak Nissim
רבי עקיבא/יצחק נסים,HE,רבי עקיבא/יצחק נסים
רבי עקיבא/ירושלים,AR,راڤي عكيڤا/يروشلايِم
רבי עקיבא/ירושלים,EN,Rabbi Akiva/Yerushalayim
רבי עקיבא/ירושלים,HE,רבי עקיבא/ירושלים
רבי עקיבא/ליאון בלום,AR,راڤي عكيڤا/ليؤون بلوم
רבי עקיבא/ליאון בלום,EN,Rabbi Akiva/Leon Blum
רבי עקיבא/ליאון בלום,HE,רבי עקיבא/ליאון בלום
רבי עקיבא/מדרגות ביתר,AR,راڤي عكيڤا/مدرجات بيتار
רבי עקיבא/מדרגות ביתר,EN,Rabbi Akiva/Betar Stairs
רבי עקיבא/מדרגות ביתר,HE,רבי עקיבא/מדרגות ביתר
רבי עקיבא/רב ושמואל,AR,راڤي عكيڤا / راڤي شموئيل
רבי עקיבא/רב ושמואל,EN,Rabi Akiva/Rav VeShmuel
רבי עקיבא/רב ושמואל,HE,רבי עקיבא/רב ושמואל
רבי עקיבא/רבי יהודה הנשיא,AR,راڤي عكيڤا/ راڤي يهودا هنَسي
רבי עקיבא/רבי יהודה הנשיא,EN,Rabbi Akiva/Rabbi Yehuda HaNasi
רבי עקיבא/רבי יהודה הנשיא,HE,רבי עקיבא/רבי יהודה הנשיא
רבי עקיבא/רבי נחמיה מוטא,AR,راڤي عكيڤا/رابي نِحِميا موتا
רבי עקיבא/רבי נחמיה מוטא,EN,Rabbi Akiva/Rabbi Nehemia Muta
רבי עקיבא/רבי נחמיה מוטא,HE,רבי עקיבא/רבי נחמיה מוטא
רבי עקיבא/רבן יוחנן בן זכאי,AR,راڤي عكيڤا/رابان يوحنان بن زكاي
רבי עקיבא/רבן יוחנן בן זכאי,EN,Rabbi Akiva/Raban Yohanan Ben Zakay
רבי עקיבא/רבן יוחנן בן זכאי,HE,רבי עקיבא/רבן יוחנן בן זכאי
רבי עקיבא/רש"י,AR,راڤي عكيڤا/راشي
רבי עקיבא/רש"י,EN,Rabbi Akiva/Rashi
רבי עקיבא/רש"י,HE,רבי עקיבא/רש"י
רבי עקיבא/שדרות אביי ורבא,AR,راڤي عكيڤا/ جادة اڤي ڤرابا
רבי עקיבא/שדרות אביי ורבא,EN,Rabi Akiva/Abaye and Rava Boulevard
רבי עקיבא/שדרות אביי ורבא,HE,רבי עקיבא/שדרות אביי ורבא
רבי עקיבא/שך,AR,رابي عَكيفا/شاخ
רבי עקיבא/שך,EN,Rabbi Akiva/Shach
רבי עקיבא/שך,HE,רבי עקיבא/שך
רבי עקיבא/שמואל הנביא,AR,راڤي عكيڤا/ شموئيل هنَڤي
רבי עקיבא/שמואל הנביא,EN,Rabbi Akiva/Shmu'el HaNavi
רבי עקיבא/שמואל הנביא,HE,רבי עקיבא/שמואל הנביא
רבי עקיבא/שמעון בר גיורא,AR,راڤي عكيڤا/شمعون بار چيورا
רבי עקיבא/שמעון בר גיורא,EN,Rabbi Akiva/Shim'on Bar Giora
רבי עקיבא/שמעון בר גיורא,HE,רבי עקיבא/שמעון בר גיורא
רבי פנחס בן יאיר/רמב"ם,AR,راڤي بِنحاس بن يئير/ رمبام
רבי פנחס בן יאיר/רמב"ם,EN,Rabbi Pinhas Ben Ya'ir/Rambam
רבי פנחס בן יאיר/רמב"ם,HE,רבי פנחס בן יאיר/רמב"ם
רבי פנחס בן יאיר/רשב"י,AR,راڤي بِنحاس بن يئير/ رشبي
רבי פנחס בן יאיר/רשב"י,EN,Rabbi Pinhas Ben Ya'ir/Rashbi
רבי פנחס בן יאיר/רשב"י,HE,רבי פנחס בן יאיר/רשב"י
רבי צדוק/רבי טרפון,AR,رابي تسادوك/ راڤي طرفون
רבי צדוק/רבי טרפון,EN,Rabbi Tsadok/Rabbi Tarfon
רבי צדוק/רבי טרפון,HE,רבי צדוק/רבי טרפון
רבי שלמה זלמן דרוק,AR,ربي شلومو زلمن دروك
רבי שלמה זלמן דרוק,EN,Rabbi Shlomo Zalman Druck
רבי שלמה זלמן דרוק,HE,רבי שלמה זלמן דרוק
רבי שלמה זלמן דרוק/הרב בצלאל זולטי,AR,ربي شلومو زلمن دروق/هرف بتسلئيل زولتي
רבי שלמה זלמן דרוק/הרב בצלאל זולטי,EN,Rabbi Shlomo Zalman Druk/HaRav Bezalel Zolti
רבי שלמה זלמן דרוק/הרב בצלאל זולטי,HE,רבי שלמה זלמן דרוק/הרב בצלאל זולטי
רבי שלמה זלמן דרוק/הרב רפאל ברוך טולדנו,AR,ربي شلومو زلمن دروك/هراف رفائل بروخ تولدنو
רבי שלמה זלמן דרוק/הרב רפאל ברוך טולדנו,EN,Rabbi Shlomo Zalman Druck/Rabbi Raphael Baruch Toledano
רבי שלמה זלמן דרוק/הרב רפאל ברוך טולדנו,HE,רבי שלמה זלמן דרוק/הרב רפאל ברוך טולדנו
רבי שמעון בן שטח/אבן גבירול,AR,راڤي شمعون بن شيطَح/ ابن چبيرول
רבי שמעון בן שטח/אבן גבירול,EN,Rabbi Shimon Ben Shetach/Ibn Gvirol
רבי שמעון בן שטח/אבן גבירול,HE,רבי שמעון בן שטח/אבן גבירול
רבי שמעון בן שטח/הריף,HE,רבי שמעון בן שטח/הריף
רבי שמעון בן שטח/רבי יהודה הנשיא,AR,راڤي شمعون بن شيطَح/ راڤي يهودا هنَسي
רבי שמעון בן שטח/רבי יהודה הנשיא,EN,Rabbi Shimon Ben Shetach/Rabbi Yehuda HaNasi
רבי שמעון בן שטח/רבי יהודה הנשיא,HE,רבי שמעון בן שטח/רבי יהודה הנשיא
רבי שמעון בן שטח/רבי יהושע,AR,راڤي شمعون بن شيطَح/ راڤي يهوشَع
רבי שמעון בן שטח/רבי יהושע,EN,Rabbi Shimon Ben Shetach/Rabbi Yehosha
רבי שמעון בן שטח/רבי יהושע,HE,רבי שמעון בן שטח/רבי יהושע
רבי שמעון בן שטח/רבי יוחנן בן זכאי,AR,راڤي شمعون بن شيطَح/راڤي يوحَنان بن زَكاي
רבי שמעון בן שטח/רבי יוחנן בן זכאי,EN,Rabbi Shimon Ben Shetach/Rabbi Yohanan Ben Zakay
רבי שמעון בן שטח/רבי יוחנן בן זכאי,HE,רבי שמעון בן שטח/רבי יוחנן בן זכאי
רבי שמעון בן שטח/רבי יוסף בן חלפתא,AR,راڤي شمعون بن شيطَح/رابي يوسف بن حَلَفتا
רבי שמעון בן שטח/רבי יוסף בן חלפתא,EN,Rabbi Shimon Ben Shetach/Rabbi Yosef Ben Halafta
רבי שמעון בן שטח/רבי יוסף בן חלפתא,HE,רבי שמעון בן שטח/רבי יוסף בן חלפתא
רבי שמעון בן שטח/רבינו עובדיה מברטנורה,AR,راڤي شمعون بن شيطَح/رَبينو عوڤاديا مِبرتنورا
רבי שמעון בן שטח/רבינו עובדיה מברטנורה,EN,Rabbi Shimon Ben Shetach/Rabenu Ovadya MiBartenura
רבי שמעון בן שטח/רבינו עובדיה מברטנורה,HE,רבי שמעון בן שטח/רבינו עובדיה מברטנורה
רבי שמעון בן שטח/שד. הפלמח,AR,ربي شمعون بن شيتاح/ جادة. هبلم"ح
רבי שמעון בן שטח/שד. הפלמח,EN,Rabi Shimon Ben Shetach/HaPalmah Blvd
רבי שמעון בן שטח/שד. הפלמח,HE,רבי שמעון בן שטח/שד. הפלמח
רביבים,AR,رِفيفيم
רביבים,EN,Revivim
רביבים,HE,רביבים
רביבים   כניסה,AR,رِڤيڤيم - مدخل
רביבים   כניסה,EN,Revivim - Entry
רביבים   כניסה,HE,רביבים   כניסה
רביבים   מרכז,AR,رِڤيڤيم - مركز
רביבים   מרכז,EN,Revivim - Center
רביבים   מרכז,HE,רביבים   מרכז
רביבים מר.,HE,רביבים מר.
רביבים/יציאה,AR,رِڤيڤيم - مخرج
רביבים/יציאה,EN,Revivim - Exit
רביבים/יציאה,HE,רביבים/יציאה
רביבים/מעפילי מרוקו,AR,رِفيفيم/معبيلي مروكو
רביבים/מעפילי מרוקו,EN,Revivim/Ma'apilei Morocco
רביבים/מעפילי מרוקו,HE,רביבים/מעפילי מרוקו
רביד,AR,رڤيد
רביד,EN,Ravid
רביד,HE,רביד
רביד/מרכז,AR,ربيد/  مركز
רביד/מרכז,EN,Ravid Center
רביד/מרכז,HE,רביד/מרכז
רבין,AR,رابين
רבין,EN,Rabin
רבין,HE,רבין
רבין / גלעד,AR,رابين/ چلعاد
רבין / גלעד,EN,Rabin/Gilad
רבין / גלעד,HE,רבין / גלעד
רבין / התבור,AR,رابين/هتڤور
רבין / התבור,EN,Rabin/HaTavor
רבין / התבור,HE,רבין / התבור
רבין/בני ברית,AR,رابين/بني بريت
רבין/בני ברית,EN,Rabin/Bne Brit
רבין/בני ברית,HE,רבין/בני ברית
רבין/האצ"ל,AR,رابين/ هأتسِل
רבין/האצ"ל,EN,Rabin/Ha'Etzel
רבין/האצ"ל,HE,רבין/האצ"ל
רבין/האצל,AR,رابين/هأتسيل
רבין/האצל,EN,Rabin/Ha'Etzel
רבין/האצל,HE,רבין/האצל
רבין/חנקין,AR,رابين/حانكين
רבין/חנקין,EN,Rabin/Hankin
רבין/חנקין,HE,רבין/חנקין
רבין/יוספטל,AR,رابين/يوسفتال
רבין/יוספטל,EN,Rabin/Yoseftal
רבין/יוספטל,HE,רבין/יוספטל
רבין/יער אודם,AR,رابين/حرش أودِم
רבין/יער אודם,EN,Rabin/Ya'ar Odem
רבין/יער אודם,HE,רבין/יער אודם
רבין/מ. קרית עקרון,AR,رابين/م. كريَت تڤعون
רבין/מ. קרית עקרון,EN,Rabin/M. Kiryat Ekron
רבין/מ. קרית עקרון,HE,רבין/מ. קרית עקרון
רבין/מוטה גור,HE,רבין/מוטה גור
רבינוביץ מול 50,HE,רבינוביץ מול 50
רבינוביץ/בן גוריון,AR,رڤينوڤتش/بن چوريون
רבינוביץ/בן גוריון,EN,Rabinovich/Ben Gurion
רבינוביץ/בן גוריון,HE,רבינוביץ/בן גוריון
רבינוביץ/היהלום,AR,رڤينوڤتش/هيَهلوم
רבינוביץ/היהלום,EN,Rabinovich/HaYahalom
רבינוביץ/היהלום,HE,רבינוביץ/היהלום
רבינוביץ'/לסקוב,AR,رڤينوڤتش/لسكوڤ
רבינוביץ'/לסקוב,EN,Rabinovich/Laskov
רבינוביץ'/לסקוב,HE,רבינוביץ'/לסקוב
רבמד/בן גוריון,AR,رَڤماد/بن چوريون
רבמד/בן גוריון,EN,Ravmad/Ben Gurion
רבמד/בן גוריון,HE,רבמד/בן גוריון
רבן יוחנן בן זכאי/בעלי התוספות,AR,ربان يوخنن بن زكاي/بعلي هتوسفوت
רבן יוחנן בן זכאי/בעלי התוספות,EN,Rabban Yohannan Ben Zakkai/Baalei HaTosafot
רבן יוחנן בן זכאי/בעלי התוספות,HE,רבן יוחנן בן זכאי/בעלי התוספות
רבן יוחנן בן זכאי/הלל,AR,ربان يوحنان بن زكاي/ هِليل
רבן יוחנן בן זכאי/הלל,EN,Raban Yohanan Ben Zakay/Hillel
רבן יוחנן בן זכאי/הלל,HE,רבן יוחנן בן זכאי/הלל
רבן יוחנן בן זכאי/חפץ חיים,AR,ربان يوحانان بن زكاي/حيفيتس حاييم
רבן יוחנן בן זכאי/חפץ חיים,EN,Rav Yohanan ben Zakkai/Chafetz Chaim
רבן יוחנן בן זכאי/חפץ חיים,HE,רבן יוחנן בן זכאי/חפץ חיים
רבן יוחנן בן זכאי/ירושלים,AR,ربان يوخنن بن زكاي/يروشليم
רבן יוחנן בן זכאי/ירושלים,EN,Rabban Yohanan Ben Zakai/Jerusalem
רבן יוחנן בן זכאי/ירושלים,HE,רבן יוחנן בן זכאי/ירושלים
רבן יוחנן בן זכאי/מאיר,AR,ربان يوحنان بن زكاي/مئير
רבן יוחנן בן זכאי/מאיר,EN,Raban Yohanan Ben Zakay/Me'ir
רבן יוחנן בן זכאי/מאיר,HE,רבן יוחנן בן זכאי/מאיר
רבן יוחנן בן זכאי/רבי טרפון,AR,ربان يوحنان بن زكاي/ راڤي طرفون
רבן יוחנן בן זכאי/רבי טרפון,EN,Raban Yohanan Ben Zakay/Rabbi Tarfon
רבן יוחנן בן זכאי/רבי טרפון,HE,רבן יוחנן בן זכאי/רבי טרפון
רבן יוחנן בן זכאי/רבי יהודה הנשיא,AR,راڤي يوحنان بن زكاي/راڤي يهودا هنسي
רבן יוחנן בן זכאי/רבי יהודה הנשיא,EN,Ben Zakay/HaNasi
רבן יוחנן בן זכאי/רבי יהודה הנשיא,HE,רבן יוחנן בן זכאי/רבי יהודה הנשיא
רבן יוחנן בן זכאי/רבי מאיר,AR,ربان يوحنان بن زكاي/رابي مئير
רבן יוחנן בן זכאי/רבי מאיר,EN,Raban Yohanan Ben Zakay/Rabbi Me'ir
רבן יוחנן בן זכאי/רבי מאיר,HE,רבן יוחנן בן זכאי/רבי מאיר
רבן יוחנן בן זכאי/רשב"י,AR,رابان يوحنان بن زكاي/ رشب"ي
רבן יוחנן בן זכאי/רשב"י,EN,Raban Yohanan Ben Zakay/Rashbi
רבן יוחנן בן זכאי/רשב"י,HE,רבן יוחנן בן זכאי/רשב"י
רבן יוחנן בן זכאי/שמעון הצדיק,AR,ربان يوحنان بن زكاي/ شمعون هتسديك
רבן יוחנן בן זכאי/שמעון הצדיק,EN,Raban Yohanan Ben Zakay/Shim'on HaTsadik
רבן יוחנן בן זכאי/שמעון הצדיק,HE,רבן יוחנן בן זכאי/שמעון הצדיק
רבן יוחנן בן זכאי/שמעיה,AR,ربان يوحنان بن زكاي/ شماعيا
רבן יוחנן בן זכאי/שמעיה,EN,Raban Yohanan Ben Zakay/Shmaya
רבן יוחנן בן זכאי/שמעיה,HE,רבן יוחנן בן זכאי/שמעיה
רבנו תם/רמב"ן,AR,هراڤ توم / رمب ن
רבנו תם/רמב"ן,EN,Rabenu Tam/Ramban
רבנו תם/רמב"ן,HE,רבנו תם/רמב"ן
רבנות תל אביב/שד' דוד המלך,AR,ربنوت تل أبيب/جادة دافيد هميلخ
רבנות תל אביב/שד' דוד המלך,EN,Tel Aviv Rabbinate/David HaMelech Boulevard
רבנות תל אביב/שד' דוד המלך,HE,רבנות תל אביב/שד' דוד המלך
רבניצקי/בן ציון גליס,AR,رفنيتسكي / بن تسيون غاليس
רבניצקי/בן ציון גליס,EN,Rabnitsky/Ben Zion Galis
רבניצקי/בן ציון גליס,HE,רבניצקי/בן ציון גליס
רבניצקי/חיים סוטין,AR,رَڤنيتسكي/حييم سوتين
רבניצקי/חיים סוטין,EN,Ravnitski/Haim Soutine
רבניצקי/חיים סוטין,HE,רבניצקי/חיים סוטין
רבניצקי/מרדכי בן דרור,AR,رَڤنيتسكي/مردخَي بن درور
רבניצקי/מרדכי בן דרור,EN,Ravnitski/Mordehai Ben Dror
רבניצקי/מרדכי בן דרור,HE,רבניצקי/מרדכי בן דרור
רבקה /פייר קניג,AR,ريفكا/بيير كونيغ
רבקה /פייר קניג,EN,Rivka/Pierre Kennig
רבקה /פייר קניג,HE,רבקה /פייר קניג
רבקה גובר/שדרות ויצמן,AR,ريكا جوبر/جَادَّة ڤيتسمان
רבקה גובר/שדרות ויצמן,EN,Rivka Gover/Weizman Avenue
רבקה גובר/שדרות ויצמן,HE,רבקה גובר/שדרות ויצמן
רבקה/גנרל פייר קניג,HE,רבקה/גנרל פייר קניג
רבקה/דרך בית לחם,AR,ريفقة/طريق بيت لحم
רבקה/דרך בית לחם,EN,Rivka/Bet Lehem Road
רבקה/דרך בית לחם,HE,רבקה/דרך בית לחם
רבקה/דרך חברון,AR,ريفقة/طريق حبرون
רבקה/דרך חברון,EN,Rivka/Hevron Road
רבקה/דרך חברון,HE,רבקה/דרך חברון
רבקה/יד חרוצים,HE,רבקה/יד חרוצים
רבקה/לאה אמנו,AR,ريڤكا/ليئه أمنو
רבקה/לאה אמנו,EN,Rivka/Leah Imenu
רבקה/לאה אמנו,HE,רבקה/לאה אמנו
רגבה,AR,ريچْبا
רגבה,EN,Regba
רגבה,HE,רגבה
רגבים,AR,رِچَڤيم
רגבים,EN,Regavim
רגבים,HE,רגבים
רגבים/ הבשור,AR,رچڤيم/هبسور
רגבים/ הבשור,EN,Regavim/HaBsor
רגבים/ הבשור,HE,רגבים/ הבשור
רגבים/ לובלין,AR,رچڤيم/ لوبلين
רגבים/ לובלין,EN,Regavim/Lublin
רגבים/ לובלין,HE,רגבים/ לובלין
רגבים/ רייסר,AR,رچڤيم/ رايسر
רגבים/ רייסר,EN,Regavim/Reisser
רגבים/ רייסר,HE,רגבים/ רייסר
רגבים/אהרון לובלין,AR,رچڤيم/أهَرون لوبلين
רגבים/אהרון לובלין,EN,Regavim/Aharon Lublin
רגבים/אהרון לובלין,HE,רגבים/אהרון לובלין
רגבים/הבשור,AR,رچڤيم/ هبسور
רגבים/הבשור,EN,Regavim/HaBsor
רגבים/הבשור,HE,רגבים/הבשור
רד"ק,AR,رداك
רד"ק,EN,Radak
רד"ק,HE,רד"ק
רד"ק/הטורים,AR,رد"ك/هتوريم
רד"ק/הטורים,EN,Radak/HaTurim
רד"ק/הטורים,HE,רד"ק/הטורים
רד"ק/הקליר,AR,رد"ك/هكلير
רד"ק/הקליר,EN,Radak/HaKalir
רד"ק/הקליר,HE,רד"ק/הקליר
רדינג,AR,ريدِنچ
רדינג,EN,Reading
רדינג,HE,רדינג
רדינג/אשר ברש,AR,ريدِنچ/آشير برش
רדינג/אשר ברש,EN,Reading/Asher Barash
רדינג/אשר ברש,HE,רדינג/אשר ברש
רדינג/ברודצקי,AR,ريدِنچ/برودتسكي
רדינג/ברודצקי,EN,Reading/Brodetsky
רדינג/ברודצקי,HE,רדינג/ברודצקי
רדינג/הברון הירש,AR,ريدِنچ/ هبارون هيرش
רדינג/הברון הירש,EN,Reading/HaBaron Hirsch
רדינג/הברון הירש,HE,רדינג/הברון הירש
רדינג/הררי,AR,ردينغ/هراري
רדינג/הררי,EN,Reading/Harari
רדינג/הררי,HE,רדינג/הררי
רהט,AR,رهط
רהט,EN,Rahat
רהט,HE,רהט
רהט דרום,HE,רהט דרום
רהט/כביש 264,AR,رهط/ شارع 264
רהט/כביש 264,EN,Rahat/Road 264
רהט/כביש 264,HE,רהט/כביש 264
רואוס אל-ג'באל/בי"ס סאליזיאן,AR,رؤوس الجبال/مدرسة الساليزيان
רואוס אל-ג'באל/בי"ס סאליזיאן,EN,Ru'us al-Jibal/Salesian School
רואוס אל-ג'באל/בי"ס סאליזיאן,HE,רואוס אל-ג'באל/בי"ס סאליזיאן
רואוס אל-ג'באל/נבי סאעין,AR,رؤوس الجبال/نبي ساعين
רואוס אל-ג'באל/נבי סאעין,EN,Ru'us al-Jibal/Nabi Sa'in
רואוס אל-ג'באל/נבי סאעין,HE,רואוס אל-ג'באל/נבי סאעין
רואוס אל-ג'באל/סנט גבריאל,AR,رؤوس الجبال/القديس جبرائيل
רואוס אל-ג'באל/סנט גבריאל,EN,Ru'us al-Jibal/Saint Gabriel
רואוס אל-ג'באל/סנט גבריאל,HE,רואוס אל-ג'באל/סנט גבריאל
רואוס אל-ג'באל/עבאס,AR,رؤوس الجبال/عباس
רואוס אל-ג'באל/עבאס,EN,Ru'us al-Jibal/Abbas
רואוס אל-ג'באל/עבאס,HE,רואוס אל-ג'באל/עבאס
רובינא/חולדה הנביאה,AR,روڤينا/حولدا هنڤيئا
רובינא/חולדה הנביאה,EN,Rovina/Hulda HaNevia
רובינא/חולדה הנביאה,HE,רובינא/חולדה הנביאה
רובע א,AR,حي أ
רובע א,EN,Quarter A
רובע א,HE,רובע א
רובע ב,AR,منطقة ب
רובע ב,EN,Rova B
רובע ב,HE,רובע ב
רובע ג,AR,حي ج
רובע ג,EN,Quarter Gimel
רובע ג,HE,רובע ג
רובע ג',AR,حيّ ج
רובע ג',EN,Quarter Gimel
רובע ג',HE,רובע ג'
רובע ד,AR,روڤع د
רובע ד,EN,Rova D
רובע ד,HE,רובע ד
רובע דרכי הבשמים,AR,روفاع درخي هبسميم
רובע דרכי הבשמים,EN,Spice Route Quarter
רובע דרכי הבשמים,HE,רובע דרכי הבשמים
רובע ו/בני ברית.י.הנשיא,HE,רובע ו/בני ברית.י.הנשיא
רובע ח,AR,حي ح
רובע ח,EN,Quarter Het
רובע ח,HE,רובע ח
רובע ח',AR,حيّ ح
רובע ח',EN,Quarter Het
