from_stop,to_stop,median_travel_seconds,p25_travel_seconds,p75_travel_seconds,trip_frequency,n_observations
14325,29383,59.0,58.0,60.0,1025,1025
49226,39962,59.0,57.0,60.0,434,434
39962,14595,238.0,238.0,240.0,213,213
37687,29310,261.0,261.0,261.0,174,174
29385,14165,33.0,31.0,38.0,1070,1070
14165,14394,107.0,107.0,107.0,174,174
14289,41892,65.0,65.0,142.0,458,458
41892,14294,377.0,377.0,377.0,183,183
24428,24392,123.0,120.0,128.0,542,542
24392,24928,39.0,39.0,39.0,174,174
24236,24242,118.0,118.0,118.0,269,269
24242,24248,107.0,107.0,117.0,261,261
24248,24256,21.0,13.0,27.0,528,528
24256,24259,49.0,39.0,57.0,515,515
24259,24258,20.0,14.0,21.0,515,515
24258,24257,44.0,37.0,49.0,528,528
24257,24255,17.0,16.0,28.8,528,528
24255,24245,78.0,77.0,79.0,528,528
24245,24246,103.0,103.0,103.0,38,38
24246,24243,61.0,61.0,71.0,504,504
24243,24237,91.0,91.0,91.0,292,292
29435,29465,106.0,106.0,120.0,697,697
29465,13193,79.0,78.0,82.0,922,922
13193,12930,117.0,116.0,117.0,1071,1071
12930,29424,88.0,86.0,88.0,1300,1300
29424,29447,88.0,88.0,94.0,436,436
29447,14149,64.0,64.0,64.0,50,50
14149,14186,116.0,102.0,116.0,74,74
14190,14193,83.0,81.0,83.0,231,231
14193,51271,6.0,4.0,13.0,960,960
51271,13029,54.0,15.0,54.0,1308,1308
12973,43314,193.0,193.0,193.0,182,182
43314,13087,119.0,119.0,119.0,176,176
13244,13187,30.0,30.0,30.0,289,289
13187,14197,115.0,101.0,115.0,353,353
14152,29458,68.0,68.0,68.0,32,32
29458,29459,41.0,11.0,41.0,318,318
29459,29460,113.0,86.0,116.0,330,330
29460,29425,128.0,124.0,128.0,903,903
29425,14354,102.0,102.0,107.0,903,903
14354,29461,154.0,145.0,164.0,590,590
14274,29440,110.0,102.0,111.0,383,383
29441,14294,408.0,408.0,408.0,58,58
42515,24238,67.0,66.0,67.0,289,289
24238,24244,63.0,60.0,64.0,515,515
24244,24248,99.0,99.0,99.0,148,148
24245,24247,56.0,56.0,57.0,368,368
24247,23018,37.0,37.0,37.0,32,32
23018,24241,61.0,61.0,61.0,384,384
24241,42621,56.0,54.0,58.0,387,387
24242,24246,60.0,60.0,60.0,357,357
14297,14301,151.0,151.0,151.0,74,74
14301,14302,52.0,52.0,52.0,429,429
14302,24235,41.0,41.0,42.0,429,429
24235,14298,87.0,87.0,87.0,435,435
14298,14299,58.0,58.0,58.0,435,435
14299,14295,63.0,63.0,69.0,209,209
14293,14291,96.0,68.0,106.0,771,771
14291,14492,68.0,60.0,69.0,791,791
14492,14489,84.0,76.0,104.0,791,791
14489,41892,116.0,105.0,116.0,228,228
41892,14280,58.0,58.0,58.0,132,132
29438,14270,81.0,81.0,81.0,74,74
14270,14224,60.0,52.0,60.0,318,318
14224,14223,54.0,51.0,57.0,314,314
14223,14221,40.0,40.0,43.0,374,374
14221,14210,50.0,42.0,60.0,374,374
14233,14243,41.0,29.0,50.0,243,243
14243,14248,22.0,20.5,22.0,328,328
14248,14251,38.0,38.0,38.8,328,328
14251,29382,35.0,21.0,41.0,233,233
29382,29656,60.0,56.0,60.0,152,152
29656,29677,60.0,60.0,65.0,152,152
29677,29495,27.0,20.0,27.0,152,152
29495,14260,48.0,44.0,48.0,311,311
14260,14258,30.0,30.0,34.5,311,311
14258,29606,30.0,22.0,30.0,311,311
29606,14249,49.0,49.0,49.0,74,74
14249,14240,16.0,16.0,16.0,327,327
14240,14219,60.0,60.0,60.0,75,75
14219,29394,44.0,44.0,46.0,226,226
29394,14213,44.0,44.0,44.0,75,75
29420,29465,120.0,112.0,120.0,226,226
29447,29464,69.0,68.0,69.0,386,386
29463,29462,126.0,120.0,126.0,143,143
13203,14315,120.0,120.0,120.0,74,74
14315,13230,59.0,59.0,59.0,78,78
13230,13088,127.0,127.0,127.0,78,78
13087,13135,66.0,65.0,66.0,179,179
29419,29457,149.0,148.0,149.0,155,155
29457,29458,109.0,109.0,111.0,155,155
14354,29423,138.0,135.0,138.0,171,171
14217,14239,81.0,80.0,82.0,330,330
14239,14241,26.0,26.0,26.0,78,78
14241,14252,25.0,25.0,34.0,217,217
14252,29382,60.0,60.0,60.0,78,78
29606,14250,16.0,16.0,30.0,237,237
14250,14247,30.0,7.0,44.0,376,376
14247,14242,7.0,7.0,22.0,245,245
14242,14234,38.0,38.0,38.0,245,245
14215,29331,53.0,53.0,53.0,86,86
29331,14217,35.0,35.0,35.0,78,78
14217,14218,25.0,25.0,25.0,78,78
14213,14220,54.0,45.0,54.0,488,488
14220,14222,56.0,44.0,60.0,493,493
14222,14225,67.0,67.0,91.0,433,433
14225,29472,81.0,81.0,81.0,86,86
29441,13015,60.0,60.0,65.0,304,304
13015,13160,295.0,295.0,295.0,238,238
14294,14300,102.0,89.0,102.0,220,220
14300,14301,75.0,75.0,75.0,355,355
14299,14296,65.0,65.0,73.0,214,214
24244,23018,99.0,84.0,99.0,352,352
42514,29573,120.0,120.0,120.0,58,58
29573,43895,59.0,59.0,59.0,64,64
43895,14419,126.0,126.0,156.0,255,255
14419,14481,84.0,64.0,89.0,515,515
14481,41891,143.0,143.0,143.0,273,273
41891,14444,13.0,12.0,13.0,414,414
14444,14289,57.0,57.0,60.0,298,298
51921,12990,165.0,165.0,165.0,394,394
12990,14339,75.0,75.0,75.0,66,66
14339,13916,98.0,98.0,98.0,66,66
14287,14486,76.0,76.0,95.0,277,277
14486,41890,60.0,48.0,60.0,394,394
41890,14482,55.0,49.0,55.0,287,287
14482,41889,130.0,130.0,130.0,66,66
41889,14418,36.0,36.0,49.0,441,441
14418,14423,37.0,37.0,60.0,283,283
14423,43839,60.0,60.0,85.0,148,148
14474,41888,101.0,84.0,101.0,148,148
41888,42515,65.0,60.0,65.0,523,523
40643,16202,78.0,78.0,78.0,28,28
23788,34076,48.0,48.0,48.0,200,200
34076,48342,137.0,137.0,137.0,43,43
48342,24390,102.0,102.0,102.0,116,116
14293,14281,399.0,347.0,399.0,39,39
14281,29434,132.0,132.0,132.0,46,46
29434,14378,108.0,108.0,108.0,29,29
14378,40799,120.0,120.0,120.0,29,29
24398,16720,21.0,21.0,22.0,243,243
16720,24394,89.0,89.0,98.0,246,246
24394,48423,86.0,67.0,86.0,397,397
48423,24928,53.0,53.0,53.0,99,99
24281,40885,135.0,135.0,135.0,125,125
25297,16115,147.0,147.0,184.0,262,262
16116,44329,102.0,102.0,111.0,915,915
44329,44372,60.0,60.0,60.0,553,553
44372,44371,50.0,50.0,60.0,587,587
44371,16206,127.0,127.0,127.0,191,191
34076,24467,116.0,116.0,116.0,157,157
20800,42430,4534.0,4534.0,4534.0,3,3
42430,41132,3195.0,3180.0,3195.0,39,39
41132,10236,561.0,561.0,561.0,227,227
15878,15877,120.0,119.0,120.0,582,582
15877,15354,148.0,147.0,148.0,22,22
15354,15907,153.0,153.0,155.0,7,7
12979,24859,216.0,216.0,216.0,4,4
37689,29310,261.0,261.0,261.0,95,95
13320,14339,168.0,168.0,168.0,90,90
12916,13330,132.0,132.0,132.0,109,109
13330,13333,95.0,95.0,95.0,109,109
13333,13290,108.0,108.0,108.0,109,109
14348,14227,201.0,194.0,201.0,142,142
4597,4903,55.0,50.0,55.0,438,438
4903,4571,16.0,16.0,16.0,255,255
4817,4527,42.0,26.0,42.0,536,536
4525,4528,36.0,36.0,36.0,270,255
5190,4791,60.0,60.0,60.0,255,255
41047,49559,57.0,57.0,60.0,496,496
47920,24404,119.0,119.0,119.0,46,46
24404,24400,99.0,99.0,109.0,102,102
14161,29383,300.0,300.0,300.0,109,109
29373,14111,148.0,148.0,148.0,53,53
14111,13052,177.0,177.0,177.0,49,49
13051,13126,25.0,25.0,35.0,67,67
42884,13354,103.0,103.0,103.0,33,33
29455,13179,134.0,134.0,134.0,36,36
13054,29377,180.0,180.0,180.0,36,36
29377,29371,157.0,157.0,157.0,41,41
29385,14594,81.0,81.0,84.0,120,120
14594,44420,195.0,180.0,195.0,197,197
44420,48582,331.0,330.0,331.0,132,132
48582,29465,79.0,79.0,79.0,33,33
29465,14209,71.0,71.0,74.0,95,95
48414,1109,91.0,84.0,110.0,183,183
3071,40725,82.0,74.0,90.0,4,4
40725,14707,452.5,420.0,485.0,4,4
15233,14607,416.0,360.0,416.0,26,26
1124,48414,120.0,112.5,120.0,103,103
36896,13322,336.0,336.0,336.0,175,175
29340,29371,254.0,241.0,260.0,1195,1195
14165,29402,86.0,75.0,97.0,1310,1310
29402,29406,87.0,84.0,87.0,431,431
29406,15221,88.0,60.0,88.0,370,370
15221,14605,235.0,235.0,248.0,414,414
14605,50491,6.0,1.0,24.0,557,315
22234,22235,298.0,297.0,298.0,468,468
22235,24920,237.0,226.0,237.0,422,422
1328,16996,88.0,81.0,88.0,683,683
16996,1284,60.0,51.0,60.0,287,287
15906,15905,136.0,136.0,136.0,359,359
13630,13640,24.0,24.0,24.0,218,218
13643,12847,96.0,96.0,96.0,288,288
12847,12823,158.0,158.0,171.0,826,826
12823,14549,98.0,88.0,159.0,1475,1475
14549,13595,127.0,127.0,127.0,371,371
13597,13129,67.0,67.0,67.0,239,239
13667,29490,114.0,114.0,114.0,227,227
52030,15604,179.0,179.0,179.0,144,144
15405,24464,31.0,31.0,31.0,281,281
24464,15377,47.0,45.0,55.0,380,380
15377,15397,74.0,73.0,74.0,228,228
15397,15394,61.0,60.0,61.0,228,228
15394,25069,8.0,7.0,34.0,442,442
25069,25074,43.0,12.0,44.0,442,442
25074,15358,32.0,31.0,32.0,327,327
25081,25080,88.0,88.0,88.0,141,141
12815,12835,113.0,113.0,113.0,141,141
12835,12821,101.0,101.0,101.0,140,140
12843,12855,91.0,91.0,91.0,141,141
38944,12889,38.0,38.0,38.0,139,139
13725,13238,114.0,113.0,118.0,353,353
12903,13704,60.0,60.0,60.0,177,177
50468,15688,246.0,246.0,246.0,161,161
25083,15579,52.0,52.0,60.0,406,406
15579,15819,32.0,18.0,32.0,302,302
15819,15607,88.0,88.0,95.0,260,260
15607,15708,47.0,47.0,54.0,457,457
15708,25078,42.0,42.0,47.0,369,369
15439,15870,88.0,66.0,91.0,460,460
15870,15634,52.0,49.0,60.0,460,460
15634,15628,24.0,14.0,27.0,570,570
15628,24210,34.0,33.0,45.0,570,570
24210,23257,100.0,100.0,112.0,460,460
23257,39311,85.0,85.0,85.0,153,153
24659,13741,61.0,60.0,62.0,329,329
1656,49326,43.0,43.0,43.0,97,97
49326,1141,119.0,119.0,119.0,593,593
44158,16205,119.0,119.0,119.0,239,239
16173,16319,52.0,51.0,60.0,819,819
16319,25255,48.0,48.0,54.0,959,959
25255,16370,73.0,66.0,73.0,819,819
16370,15868,95.0,95.0,95.0,484,484
15845,15862,60.0,60.0,60.0,731,731
15862,15644,60.0,60.0,60.0,603,603
15644,16362,57.0,44.0,57.0,764,764
16362,24296,3.0,3.0,33.0,764,764
24296,16326,73.0,60.0,81.0,998,998
16326,16328,39.0,32.0,48.0,1230,1230
16328,16330,40.0,40.0,56.0,972,972
16325,16272,36.0,32.0,54.0,1154,1154
16272,16273,6.0,6.0,6.0,305,305
16273,25252,55.0,55.0,55.0,231,231
25252,25251,27.0,5.0,35.0,736,728
25251,16391,60.0,60.0,60.0,449,449
16391,25224,60.0,60.0,77.0,578,578
25224,25227,74.0,74.0,74.0,239,239
25227,25225,42.0,41.0,46.0,516,516
47912,19821,899.0,899.0,899.0,59,59
4111,4132,469.0,469.0,469.0,59,59
4132,39133,5119.0,5119.0,5119.0,59,59
39133,26654,1212.0,1212.0,1212.0,85,85
41070,50366,170.0,170.0,170.0,6,6
50366,51237,44.0,44.0,44.0,6,6
51237,17853,84.0,84.0,84.0,6,6
17853,21209,80.0,80.0,80.0,51,51
21209,51063,42.0,42.0,42.0,213,213
51063,51064,123.0,123.0,123.0,213,213
51064,51062,117.0,117.0,117.0,213,213
51062,51059,34.0,34.0,34.0,168,168
51059,21220,44.0,44.0,44.0,53,53
21220,17865,43.0,11.0,43.0,109,109
17865,21232,20.0,20.0,52.0,109,109
21232,21233,35.0,8.0,36.0,109,109
21233,21240,6.0,4.0,29.0,109,109
21240,21241,47.0,31.0,47.0,109,109
21241,21235,44.0,44.0,60.0,109,109
21235,21230,29.0,11.0,29.0,109,109
21230,21226,31.0,31.0,49.0,109,109
21226,21221,29.0,9.0,29.0,109,109
21221,51060,51.0,51.0,51.0,53,53
51060,51246,61.0,61.0,61.0,53,53
51246,51247,135.0,135.0,135.0,63,63
51247,51240,41.5,40.0,43.0,12,12
51240,51234,60.0,60.0,60.0,186,186
51234,21172,94.0,94.0,98.2,8,8
21172,21175,61.0,61.0,62.0,8,8
21175,19411,226.0,216.0,226.0,8,8
19411,21194,13.0,13.0,16.0,174,174
21194,19417,180.0,180.0,180.0,6,6
19417,36941,99.0,99.0,99.0,174,174
36941,36940,67.0,67.0,67.0,174,174
36940,36938,233.0,233.0,233.0,174,174
19419,19421,239.0,239.0,239.0,60,60
19421,21201,111.0,111.0,111.0,54,54
21201,21215,69.0,69.0,69.0,56,56
21215,21227,112.0,112.0,112.0,56,56
21227,6200,8.0,8.0,8.0,56,56
6200,19329,1.0,1.0,16.8,222,222
19329,6201,33.0,33.0,33.0,222,222
6201,21220,20.0,20.0,20.0,56,56
21221,21214,12.0,12.0,12.0,56,56
21214,43650,108.0,108.0,108.0,54,54
43650,43649,62.0,62.0,79.0,99,99
4265,4506,89.0,89.0,89.0,14,14
4506,18464,70.0,70.0,70.0,299,299
18464,21139,88.0,88.0,88.0,299,299
21139,18376,60.0,60.0,60.0,299,299
18376,21145,49.0,49.0,60.0,807,807
21145,21151,44.0,30.0,44.0,515,515
21151,4157,40.0,40.0,59.0,1021,1021
4157,4151,52.0,52.0,52.0,1021,1021
4151,18376,66.0,66.0,66.0,1011,1011
21145,21137,87.0,87.0,87.0,153,153
21137,21126,44.0,44.0,60.0,335,335
4588,4535,113.0,113.0,120.0,568,568
4535,4840,85.0,65.0,86.0,568,568
4840,21117,120.0,120.0,123.0,38,38
21117,19391,60.0,59.0,60.0,25,25
19391,19388,77.0,65.0,105.0,683,683
19388,19385,82.0,82.0,103.0,367,367
4155,21168,77.0,77.0,77.0,252,252
21168,18462,61.0,61.0,61.0,252,252
18462,44139,60.0,60.0,60.0,252,252
44139,21169,101.0,101.0,101.0,252,252
21169,21178,46.0,46.0,46.0,252,252
18437,18456,69.0,64.0,78.0,504,504
18456,21167,60.0,56.0,60.0,877,877
21167,19427,55.0,31.0,55.0,392,392
19427,18443,66.0,66.0,66.0,586,586
18443,21163,67.0,67.0,67.0,155,155
21163,18455,46.0,46.0,49.0,315,315
18455,18443,60.0,60.0,60.0,155,155
4152,17537,98.0,98.0,98.0,136,136
17537,17543,13.0,12.0,13.0,136,136
17543,17552,80.0,80.0,81.0,136,136
17552,18451,59.0,59.0,59.0,136,136
4924,4666,91.0,69.0,97.0,902,902
4666,35291,60.0,47.0,60.0,749,749
21115,21103,59.0,44.0,60.0,30,30
21103,19422,55.0,51.0,60.0,523,523
19422,21119,39.0,39.0,53.0,520,520
21119,21122,28.0,21.0,40.0,520,520
21122,19423,60.0,47.0,60.0,520,520
19423,4633,56.0,40.0,60.0,517,517
4633,18481,32.0,12.0,40.0,762,762
18481,4194,51.0,51.0,59.0,512,512
4194,21132,132.0,132.0,132.0,7,7
21132,21136,55.0,55.0,55.0,240,240
21136,18490,65.0,65.0,65.0,240,240
18490,21146,60.0,60.0,60.0,240,240
21146,18492,60.0,60.0,60.0,240,240
18492,18493,17.0,17.0,17.0,240,240
18493,18494,43.0,43.0,43.0,240,240
18494,38664,17.0,17.0,17.0,240,240
19385,21156,87.0,87.0,87.0,240,240
21156,18499,80.0,80.0,80.0,479,479
20937,20943,36.0,36.0,36.0,95,95
20943,20940,60.0,60.0,60.0,6,6
20940,20939,60.0,60.0,60.0,96,96
20939,20935,60.0,60.0,60.0,96,96
20935,17817,6.0,6.0,13.5,96,6
17817,6213,20.0,20.0,20.0,96,96
6213,19372,40.0,40.0,40.0,96,96
20981,18264,42.0,35.2,47.0,8,8
18264,20968,40.0,26.0,40.0,410,410
20968,20959,26.0,20.0,34.0,440,440
20959,20967,60.0,60.0,60.0,440,440
20967,51231,24.0,16.0,30.0,440,440
51231,18358,51.0,49.0,51.0,399,399
4701,18366,34.0,34.0,34.0,2,2
18366,5168,26.0,21.0,39.0,1300,1300
5168,4968,86.0,69.0,86.0,1148,1148
4968,4479,75.0,60.0,79.0,630,630
4479,4975,71.5,69.0,74.0,356,356
4975,21092,51.0,48.0,51.0,222,222
21092,18532,36.0,36.0,36.0,31,31
18532,21100,93.0,93.0,93.0,31,31
21100,21090,1.0,1.0,1.0,98,86
21090,19392,60.0,60.0,60.0,86,86
19392,21070,58.0,58.0,58.0,56,56
21070,18203,43.0,38.0,43.0,160,160
18203,21047,106.0,106.0,106.0,2,2
21047,21039,71.0,71.0,71.0,6,6
21039,21022,79.0,79.0,79.0,80,80
21022,4259,59.0,59.0,59.0,78,78
4259,21002,49.0,49.0,49.0,76,76
21002,6225,22.0,22.0,27.0,218,218
6225,20999,34.0,34.0,38.0,359,353
20999,6226,32.0,32.0,32.0,403,403
6226,20989,58.0,58.0,59.0,277,277
20989,18290,55.0,55.0,55.0,62,62
18290,20961,5.0,5.0,5.0,62,62
20961,6221,12.0,12.0,12.0,62,62
6221,20951,39.0,39.0,39.0,62,62
20951,51204,16.0,16.0,16.0,4,4
51204,51197,37.0,37.0,37.0,33,33
51197,20952,154.0,154.0,154.0,33,33
20952,38184,46.0,46.0,49.0,122,122
38184,20948,19.0,11.0,19.0,122,122
20948,17806,26.0,26.0,26.0,122,122
17806,6210,15.0,15.0,28.0,122,122
6210,17807,39.0,39.0,39.0,93,93
17807,20942,21.0,21.0,21.0,93,93
20942,17809,39.0,39.0,39.0,93,93
17809,6211,21.0,21.0,21.0,93,93
6211,19373,4.0,4.0,4.0,93,93
19373,6212,56.0,56.0,56.0,93,93
6212,20936,11.0,11.0,11.0,93,93
20936,20934,26.0,26.0,26.0,93,93
20934,17812,23.0,23.0,23.0,93,93
17812,20937,24.0,24.0,24.0,93,93
40286,18640,5.0,5.0,28.0,292,292
18640,40288,55.0,23.0,55.0,292,292
40288,40290,47.0,47.0,60.0,292,292
40290,40291,51.5,49.0,54.0,8,8
40291,21238,70.5,70.0,71.0,8,8
21238,21239,38.0,38.0,38.0,305,305
40293,18643,38.0,38.0,38.0,300,300
18643,18644,27.0,27.0,27.0,119,119
18644,21234,55.0,51.0,55.0,289,289
21234,21231,49.0,49.0,60.0,289,289
21231,21228,60.0,60.0,60.0,115,115
21228,21223,37.0,37.0,37.0,120,120
21223,39195,23.0,23.0,23.0,120,120
39195,51393,26.0,24.0,26.0,297,297
51393,18452,44.0,37.0,44.0,322,322
21186,21184,28.0,28.0,28.0,2319,2012
5085,19389,201.0,201.0,201.0,230,230
19389,19386,88.0,84.0,88.0,364,364
19386,21129,83.0,83.0,83.0,137,137
21129,21131,29.0,18.0,29.0,373,373
21131,21134,31.0,31.0,56.0,373,373
21134,18514,60.0,39.0,60.0,373,373
18514,4195,22.0,22.0,22.0,63,63
4195,21120,31.0,31.0,49.0,526,526
21083,4975,48.0,48.0,48.0,128,128
4975,36942,65.0,65.0,65.0,128,128
36942,21082,66.0,66.0,66.0,128,128
21082,36841,180.0,180.0,180.0,128,128
36841,21037,117.0,117.0,117.0,2,2
21037,4857,26.0,8.0,38.0,1550,1550
4857,21013,51.0,46.0,54.0,459,459
21013,21025,65.0,64.0,65.0,190,190
21025,19434,14.0,13.0,26.0,190,190
19434,21019,36.0,36.0,38.0,324,324
21019,18339,60.0,60.0,60.0,14,14
18339,51153,120.0,120.0,132.0,14,14
51153,21047,34.5,25.0,44.0,4,4
21047,21059,133.0,133.0,133.0,4,4
21059,21069,36.5,29.0,52.0,174,174
21069,4160,68.0,68.0,68.0,60,60
4160,21087,18.0,18.0,23.0,118,118
21095,4924,120.0,116.0,120.0,39,39
21195,21224,79.0,79.0,102.0,112,112
21224,21229,41.0,18.0,41.0,116,116
21229,5007,9.0,9.0,32.0,112,112
5007,5918,47.0,47.0,47.0,282,282
21237,18639,47.0,47.0,47.0,284,284
18639,18641,62.0,61.0,62.0,288,288
18641,40286,11.0,11.0,11.0,288,288
5085,18370,70.0,70.0,72.0,1490,1490
18370,21165,50.0,45.0,50.0,1242,1242
21165,4590,13.0,13.0,15.0,1242,433
4500,21137,60.0,17.0,88.2,246,246
4507,4675,49.0,49.0,53.0,126,126
4675,4838,47.0,47.0,60.0,508,508
4838,4860,47.0,47.0,60.0,490,490
4858,21037,65.0,65.0,67.0,820,820
21192,21186,88.0,88.0,88.0,941,941
4506,38560,97.0,97.0,97.0,233,233
38560,19394,38.0,37.0,38.0,476,476
19394,21156,111.0,111.0,111.0,233,233
18499,19394,13.0,13.0,13.0,236,236
19394,19389,54.0,32.0,54.0,479,479
19389,21142,66.0,66.0,73.0,596,596
21142,18502,59.0,52.0,59.0,593,593
18502,21157,74.0,61.0,83.0,593,593
21157,21160,60.0,60.0,60.0,593,593
21160,39265,60.0,60.0,60.0,239,239
39265,21159,19.0,19.0,19.0,239,227
21159,21154,41.0,41.0,41.0,239,239
21154,21147,5.0,5.0,5.0,239,239
21147,21143,50.0,50.0,50.0,239,239
21143,21140,125.0,125.0,125.0,239,239
21140,21138,39.0,39.0,39.0,239,239
21138,21129,81.0,81.0,81.0,236,236
18514,21123,29.0,26.0,29.0,310,310
21123,18471,90.0,60.0,91.0,502,502
18471,44142,51.0,51.0,60.0,502,502
44142,21104,43.0,43.0,60.0,502,502
21104,18474,168.0,168.0,180.0,425,425
18474,21117,232.0,232.0,232.0,233,233
21117,4588,69.0,69.0,87.0,472,472
4840,4574,73.0,60.0,79.0,578,578
4574,18413,36.0,36.0,57.0,592,592
18488,21099,225.0,225.0,225.0,501,501
21099,21096,74.0,74.0,74.0,540,540
21096,18479,79.0,79.0,79.0,540,540
18479,21107,61.0,60.0,61.0,834,834
21107,4666,40.0,40.0,40.0,510,510
35291,4574,60.0,60.0,60.0,541,541
4574,18474,120.0,120.0,120.0,284,284
18474,21103,180.0,164.0,180.0,416,416
21130,21132,63.0,63.0,63.0,233,233
18499,19425,14.0,14.0,14.0,236,236
19425,18401,54.0,54.0,60.0,479,479
18429,18521,107.0,82.0,109.0,984,984
38764,38765,34.0,34.0,40.0,712,706
38765,4945,34.0,30.0,34.0,417,417
4945,4944,49.0,31.0,51.0,700,700
4944,4585,60.0,60.0,60.0,700,700
4584,38762,43.0,39.0,43.0,417,417
38762,38761,59.0,59.0,60.0,417,417
38761,6167,35.0,31.0,35.0,417,417
6167,5076,30.0,30.0,38.0,993,993
5076,5077,59.0,56.0,60.0,698,698
5077,5078,61.0,60.0,66.0,698,698
5078,4935,59.0,54.0,60.0,698,698
4935,5809,40.0,34.0,45.0,698,698
5809,5810,20.0,15.0,25.0,698,698
5810,4586,31.0,22.0,32.0,698,698
4586,4842,51.0,49.0,51.0,489,489
4842,4841,69.0,69.0,71.0,489,489
4841,4513,43.0,40.0,43.0,489,489
4513,41742,49.0,49.0,49.0,208,208
41742,4729,20.0,1.0,20.0,470,470
5280,5281,85.0,64.0,85.0,294,294
5281,5282,6.0,6.0,35.0,294,294
5282,5283,31.0,15.0,40.0,327,327
5283,5284,78.0,69.0,79.0,292,292
5284,5286,18.0,18.0,51.0,274,274
5286,5287,43.0,30.0,43.0,273,273
5287,5288,199.0,199.0,210.0,273,273
5288,42526,108.0,108.0,117.0,290,290
42526,5289,62.0,62.0,62.0,273,273
5289,5290,111.0,75.0,111.0,273,273
5290,5291,30.0,29.0,30.0,273,120
5292,5293,36.0,15.0,36.0,290,290
5293,5294,240.0,240.0,247.0,273,273
5294,5295,47.0,38.0,47.0,266,266
5295,42398,104.0,104.0,104.0,17,17
42398,4515,52.0,22.0,60.0,34,34
4515,4628,24.0,24.0,24.0,273,273
4628,4663,92.0,92.0,98.0,21,21
4663,4627,60.0,60.0,60.0,246,246
4627,4943,45.0,45.0,45.0,382,382
4943,4826,15.0,8.0,15.0,570,570
4826,4618,54.0,54.0,54.0,155,155
4618,4766,66.0,66.0,66.0,155,155
4766,4897,40.0,40.0,40.0,155,155
4897,4784,69.0,69.0,69.0,155,155
4784,4732,38.0,38.0,38.0,155,155
4732,4770,33.0,33.0,33.0,155,155
4770,4719,60.0,60.0,60.0,155,155
4719,4740,22.0,22.0,22.0,155,155
4740,4721,158.0,158.0,158.0,155,155
4721,4638,81.0,80.0,81.0,288,288
4638,4902,99.0,99.0,102.0,288,288
4902,4890,60.0,60.0,73.0,261,261
4890,4727,64.0,64.0,65.0,297,297
4727,20384,209.0,192.5,209.0,23,23
20384,4885,32.0,32.0,53.0,23,23
4885,4884,268.0,247.0,268.0,23,23
4884,4869,60.0,60.0,60.0,47,47
4869,42405,593.0,593.0,598.2,6,6
42405,19821,172.0,163.0,174.0,35,35
19821,1495,1320.0,1303.5,1320.0,23,23
34703,8292,37.0,37.0,37.0,6,6
8292,8425,50.0,50.0,50.0,6,6
7803,8424,48.0,48.0,48.0,7,7
544,545,60.0,60.0,60.0,871,871
545,518,180.0,180.0,180.0,3,3
518,515,96.0,67.0,101.0,722,722
515,517,83.0,61.0,83.0,722,722
517,449,30.0,12.0,31.0,577,577
449,447,34.0,31.0,43.0,670,670
447,444,6.0,6.0,6.0,178,178
444,602,31.0,30.0,60.0,521,521
602,438,21.0,19.0,33.0,60,19
438,442,60.0,58.0,60.0,9,9
442,511,60.0,60.0,74.0,9,9
511,503,120.0,120.0,131.0,9,9
503,202,53.0,42.0,53.0,43,43
202,325,120.0,120.0,123.0,43,43
325,290,329.0,328.0,348.0,9,9
290,285,60.0,60.0,60.0,561,561
285,287,60.0,60.0,60.0,412,412
287,281,135.0,135.0,136.0,561,561
281,293,122.0,120.0,138.0,9,9
22948,16848,51.0,50.0,51.0,262,262
16848,22042,40.0,31.0,42.0,395,395
22042,50801,97.0,97.0,97.0,9,9
50801,50802,86.0,86.0,86.0,126,126
50802,9046,2101.0,2101.0,2101.0,9,9
9046,44961,103.0,92.0,103.0,1578,1578
44961,48510,79.0,74.0,84.0,1407,1407
48510,47449,41.0,37.0,45.0,1093,1093
47451,11880,99.0,91.0,100.0,1796,1796
11880,50399,420.0,420.0,420.0,9,9
7561,8638,2184.0,2178.5,2188.8,8,8
8638,8642,60.0,60.0,60.5,8,8
8661,8663,57.0,57.0,57.0,51,51
7561,10446,1982.0,1981.5,1982.0,8,8
10446,10101,221.0,221.0,221.0,226,226
10101,8728,190.0,183.0,190.0,11,11
7561,8703,1876.0,1870.8,1882.2,8,8
8710,8711,274.5,269.0,281.5,8,8
8725,8726,102.0,98.0,117.0,24,24
7561,8797,2026.5,2026.0,2027.0,8,8
9513,9740,124.0,124.0,124.0,97,97
9547,10767,160.0,160.0,169.0,180,180
10767,10632,71.0,71.0,71.0,87,87
10632,11702,102.0,102.0,102.0,87,87
11843,9346,60.0,60.0,60.0,69,69
9346,10264,301.0,301.0,301.0,69,69
10264,44258,67.0,67.0,67.0,1000,1000
44258,9609,167.0,167.0,167.0,69,69
35586,7532,62.0,62.0,62.0,352,352
7532,8496,128.0,128.0,128.0,3,3
3892,2106,38.0,38.0,41.8,14,14
3790,3322,588.0,588.0,588.0,4,4
2093,3322,572.5,545.0,600.0,8,8
3793,3811,70.0,70.0,70.0,4,4
3811,3881,43.0,21.0,43.0,738,738
3881,3322,605.0,605.0,605.0,4,4
3881,2093,51.0,51.0,51.0,322,322
51965,10474,59.0,59.0,59.0,234,234
37731,11836,216.0,216.0,216.0,232,232
11836,11837,58.0,58.0,58.0,232,232
11837,10320,40.0,40.0,40.0,234,234
