station_id,station_name,main_stop_id,main_stop_code,station_lat,station_lon,stop_count,active_stop_count,stop_use_count,member_stop_ids
26353,ז'בוטינסקי/שדרות בני ברית,26353,13351,31.806872,34.660748,1,1,992,26353
26354,שדרות גולדה מאיר/זלמן ארן,42886,12155,31.257215000000002,34.7617065,2,2,1161,26354;42886
26355,הנחושת/העבודה,26355,13353,31.809591,34.665346,1,1,148,26355
26359,העבודה / היוצר,26360,13358,31.816376499999997,34.6689645,2,2,256,26359;26360
26361,לסקוב/הימאים,26361,13359,31.820551,34.64916,1,1,176,26361
26362,דרך לסקוב/מבוא הימאים,26362,13360,31.821294,34.649833,1,1,176,26362
26363,לסקוב/מבוא הימאים,26363,13361,31.8237915,34.651137500000004,2,2,352,26363;26364
26369,הבושם/בעלי המלאכה,26370,13368,31.819665,34.662445,2,2,1691,26369;26370
26371,הבושם/האומן,26371,13369,31.8196625,34.66630525,4,2,2165,26371;26372;38000;38001
26374,צומת נמל אשדוד,26374,13373,31.828855,34.671138,1,1,90,26374
26375,מרכז מסחרי מול העיר/המדע,26376,13375,31.8315615,34.6718125,2,2,164,26375;26376
