stop_id,stop_name,region,metro,lat,lon,degree,degree_centrality,in_degree,out_degree,pagerank,betweenness,harmonic
269,המחשב/הצורן,מרכז,תל אביב,32.287621,34.86501,15,0.000429,15,15,2.469e-05,0.0,0.0
270,עירייה,מרכז,תל אביב,32.28872,34.86565,16,0.000458,16,16,4.499e-05,0.0,0.0
271,יצחק גרינבוים/אפרים אלנקווה,מרכז,תל אביב,32.294995,34.849667,21,0.000601,21,21,2.336e-05,0.0,0.0
272,יצחק גרינבוים/ד''ר שמורק,מרכז,תל אביב,32.294705,34.851791,22,0.00063,22,22,3.594e-05,0.0,0.0
273,גרינבוים/בן צבי,מרכז,תל אביב,32.294485,34.851985,20,0.000573,20,20,3.515e-05,0.0,0.0
274,בן צבי/גרנבוים,מרכז,תל אביב,32.293898,34.852491,16,0.000458,16,16,2.44e-05,0.0,0.0
275,משטרה/בן צבי,מרכז,תל אביב,32.294922,34.852932,19,0.000544,19,19,2.639e-05,0.0,0.0
276,הנרייטה סולד/סטופ,מרכז,תל אביב,32.29569,34.851774,22,0.00063,22,22,2.805e-05,0.0,0.0
277,הנביאים/שד. בן צבי,מרכז,תל אביב,32.29686,34.853099,29,0.00083,29,29,3.21e-05,0.0,0.0
278,הנביאים/נצח ישראל,מרכז,תל אביב,32.297185,34.85401,27,0.000773,27,27,3.232e-05,0.0,0.0
280,שד. בן צבי/שמחה ארליך,מרכז,תל אביב,32.297873,34.85357,28,0.000802,28,28,3.359e-05,0.0,0.0
281,יחזקאל\הנביאים,מרכז,תל אביב,32.297381,34.855518,26,0.000744,26,26,3.713e-05,0.0,0.0
282,בן צבי/פלוגת מכבי,מרכז,תל אביב,32.300044,34.853804,23,0.000658,23,23,2.94e-05,0.0,0.0
283,בן צבי/נחום,מרכז,תל אביב,32.301071,34.85428,18,0.000515,18,18,2.794e-05,0.0,0.0
284,נחום/ישעיהו,מרכז,תל אביב,32.300595,34.854651,19,0.000544,19,19,3.614e-05,0.0,0.0
285,נחום/ישעיהו,מרכז,תל אביב,32.30046,34.854938,22,0.00063,22,22,3.755e-05,0.0,0.0
286,בית הכנסת הבוכרים/בן בוזי,מרכז,תל אביב,32.297593,34.855673,25,0.000716,25,25,3.63e-05,0.0,0.0
287,יחזקאל בן בוזי/נחום,מרכז,תל אביב,32.299615,34.856236,21,0.000601,21,21,3.779e-05,0.0,0.0
288,'יחזקאל/נחום א,מרכז,תל אביב,32.299807,34.856413,21,0.000601,21,21,3.981e-05,0.0,0.0
290,בן צבי/נחום,מרכז,תל אביב,32.302485,34.854339,13,0.000372,13,13,1.849e-05,0.0,0.0
291,בית ספר טשרניחובסקי/בן צבי,מרכז,תל אביב,32.307958,34.854598,6,0.000172,6,6,1.14e-05,0.0,0.0
292,בית ספר טשרניחובסקי/בן צבי,מרכז,תל אביב,32.309604,34.854846,8,0.000229,8,8,1.757e-05,0.0,0.0
293,בי''ס שפירא,מרכז,תל אביב,32.29413,34.858763,7,0.0002,7,7,1.155e-05,0.0,0.0
294,מרכז גריאטרי דורות/הנביאים,מרכז,תל אביב,32.296945,34.858045,16,0.000458,16,16,4.091e-05,0.0,0.0
295,בן עמי/קניג,מרכז,תל אביב,32.310048,34.84455,6,0.000172,6,6,1.96e-05,0.0,0.0
296,שדרות בן עמי/צהלה,מרכז,תל אביב,32.313311,34.845828,8,0.000229,8,8,2.908e-05,0.0,0.0
297,בן עמי\צהלה,מרכז,תל אביב,32.314372,34.845906,8,0.000229,8,8,2.914e-05,0.0,0.0
298,שד. עובד בן עמי/ברוך רם,מרכז,תל אביב,32.316395,34.846121,9,0.000258,9,9,3.827e-05,0.0,0.0
299,ז'בוטינסקי/סמילנסקי,מרכז,תל אביב,32.321443,34.848668,9,0.000258,9,9,2.422e-05,0.0,0.0
300,שד. בן אב''י/הרעות,מרכז,תל אביב,32.319471,34.848923,9,0.000258,9,9,3.906e-05,0.0,0.0
301,ז'בוטינסקי/קרליבך,מרכז,תל אביב,32.324404,34.849462,11,0.000315,11,11,2.524e-05,0.0,0.0
302,בן צבי/הגר''א,מרכז,תל אביב,32.311076,34.854911,9,0.000258,9,9,3.057e-05,0.0,0.0
303,שד. בן צבי/היהלומן אברהם,מרכז,תל אביב,32.310926,34.855105,9,0.000258,9,9,3.157e-05,0.0,0.0
304,בית ספר טשרניחובסקי/הגר''א,מרכז,תל אביב,32.310378,34.856482,11,0.000315,11,11,4.384e-05,0.0,0.0
305,עובדיה בן שלום/שלום שבזי,מרכז,תל אביב,32.313369,34.855772,16,0.000458,16,16,3.619e-05,0.0,0.0
307,שד. בנימין/שלום שבזי,מרכז,תל אביב,32.315234,34.854128,15,0.000429,15,15,2.051e-05,0.0,0.0
308,שד. בנימין/הרב טביב,מרכז,תל אביב,32.315887,34.854722,13,0.000372,13,13,2.132e-05,0.0,0.0
309,שד. בן אב''י/שד. בנימין,מרכז,תל אביב,32.317684,34.854885,16,0.000458,16,16,3.038e-05,0.0,0.0
310,עובדיה בן שלום/רמב''ם,מרכז,תל אביב,32.315389,34.856864,17,0.000487,17,17,2.612e-05,0.0,0.0
311,עובדיה בן שלום/רמב''ם,מרכז,תל אביב,32.315897,34.857335,18,0.000515,18,18,2.813e-05,0.0,0.0
312,אליעזר בן יהודה/אברהם אבו שדיד,מרכז,תל אביב,32.319667,34.851035,11,0.000315,11,11,1.839e-05,0.0,0.0
313,סמילנסקי/ירמיהו הלפרין,מרכז,תל אביב,32.322012,34.8497,11,0.000315,11,11,2.492e-05,0.0,0.0
315,סמילנסקי/שדרות ירושלים,מרכז,תל אביב,32.324634,34.852055,15,0.000429,15,15,2.759e-05,0.0,0.0
316,דיזנגוף/ירושלים,מרכז,תל אביב,32.326185,34.851932,14,0.000401,14,14,3.111e-05,0.0,0.0
317,שדרות ירושלים/סמילנסקי,מרכז,תל אביב,32.324914,34.852771,17,0.000487,17,17,2.768e-05,0.0,0.0
318,שדרות בן אב''י/שדרות בנימין,מרכז,תל אביב,32.318227,34.85454,14,0.000401,14,14,3.722e-05,0.0,0.0
319,שד. בן אב''י/שד. בנימין,מרכז,תל אביב,32.318437,34.855357,14,0.000401,14,14,2.641e-05,0.0,0.0
320,שדרות בנימין/טשרניחובסקי,מרכז,תל אביב,32.320496,34.855573,15,0.000429,15,15,1.818e-05,0.0,0.0
321,שד. בנימין/תחכמוני,מרכז,תל אביב,32.321473,34.856082,16,0.000458,16,16,1.715e-05,0.0,0.0
322,שד.ירושלים/שד. בנימין,מרכז,תל אביב,32.323668,34.855526,36,0.001031,36,36,2.26e-05,0.0,0.0
323,שד. בנימין/שד. ירושלים,מרכז,תל אביב,32.323959,34.856728,38,0.001088,38,38,2.741e-05,0.0,0.0
324,שד. בנימין/שד. ירושלים,מרכז,תל אביב,32.324201,34.856548,39,0.001116,39,39,2.839e-05,0.0,0.0
325,האר''י/הרב חרל''פ,מרכז,תל אביב,32.312226,34.860947,12,0.000344,12,12,3.324e-05,0.0,0.0
326,האר''י/דן שומרון,מרכז,תל אביב,32.312051,34.860675,13,0.000372,13,13,3.47e-05,0.0,0.0
327,פתח תקווה/אצ''ל,מרכז,תל אביב,32.317886,34.857972,22,0.00063,22,22,4.191e-05,0.0,0.0
328,פתח תקווה/בן אבי,מרכז,תל אביב,32.317978,34.857753,21,0.000601,21,21,4.245e-05,0.0,0.0
329,פתח תקווה/אפרים אהרונסון,מרכז,תל אביב,32.322091,34.859639,23,0.000658,23,23,2.265e-05,0.0,0.0
330,פתח תקווה/טיומקין,מרכז,תל אביב,32.321309,34.859504,23,0.000658,23,23,2.227e-05,0.0,0.0
331,פתח תקווה/החלוצים,מרכז,תל אביב,32.325907,34.860642,48,0.001374,48,48,3.441e-05,0.0,0.0
332,הרצל/עולי הגרדום,מרכז,תל אביב,32.325412,34.864958,19,0.000544,19,19,2.312e-05,0.0,0.0
333,הרצל/עולי הגרדום,מרכז,תל אביב,32.325694,34.864841,19,0.000544,19,19,2.29e-05,0.0,0.0
334,אוסישקין/שד. ירושלים,מרכז,תל אביב,32.326482,34.851215,12,0.000344,12,12,3.193e-05,0.0,0.0
335,אוסישקין/ראשון לציון,מרכז,תל אביב,32.329177,34.851367,13,0.000372,13,13,2.17e-05,0.0,0.0
336,דיזנגוף/דוד רמז,מרכז,תל אביב,32.32771,34.852699,16,0.000458,16,16,2.416e-05,0.0,0.0
337,דוד המלך/סטודיו,מרכז,תל אביב,32.331333,34.851227,7,0.0002,7,7,1.362e-05,0.0,0.0
338,דיזנגוף/הרצל,מרכז,תל אביב,32.329606,34.854308,24,0.000687,24,24,1.982e-05,0.0,0.0
339,ששת הימים\ויצמן,מרכז,תל אביב,32.331575,34.859631,27,0.000773,27,27,2.538e-05,0.0,0.0
340,כיכר פרלמן,מרכז,תל אביב,32.332163,34.856506,25,0.000716,25,25,3.684e-05,0.0,0.0
341,דוד המלך/שד. ניצה,מרכז,תל אביב,32.334329,34.852307,12,0.000344,12,12,3.636e-05,0.0,0.0
342,בי''ס יהודה הנשיא,מרכז,תל אביב,32.337778,34.854235,19,0.000544,19,19,2.342e-05,0.0,0.0
344,אנדריוס/בורוכוב,מרכז,תל אביב,32.335749,34.856207,20,0.000573,20,20,3.26e-05,0.0,0.0
345,בורוכוב/יהודה הנשיא,מרכז,תל אביב,32.33777,34.856468,22,0.00063,22,22,3.556e-05,0.0,0.0
346,בורוכוב/יהודה הנשיא,מרכז,תל אביב,32.337985,34.856332,23,0.000658,23,23,3.661e-05,0.0,0.0
347,ד''ר יהושע טהון/ליאון רייך,מרכז,תל אביב,32.339815,34.856594,21,0.000601,21,21,3.399e-05,0.0,0.0
348,הרב הרצוג/שלמה המלך,מרכז,תל אביב,32.341132,34.854239,11,0.000315,11,11,2.125e-05,0.0,0.0
349,יהושע טהון/איכילוב,מרכז,תל אביב,32.339485,34.856422,21,0.000601,21,21,3.354e-05,0.0,0.0
350,יהושע טהון/הרצוג,מרכז,תל אביב,32.341076,34.856578,19,0.000544,19,19,3.577e-05,0.0,0.0
351,ד''ר יהושע טהון/הרב הרצוג,מרכז,תל אביב,32.341278,34.856356,17,0.000487,17,17,3.398e-05,0.0,0.0
353,ת. מרכזית נתניה,מרכז,תל אביב,32.327371,34.858238,49,0.001403,49,49,5.542e-05,0.0,0.0
354,שדרות חיים וייצמן/שער העמק,מרכז,תל אביב,32.328953,34.858496,47,0.001346,47,47,3.517e-05,0.0,0.0
355,שוק עירוני,מרכז,תל אביב,32.330186,34.858976,46,0.001317,46,46,3.645e-05,0.0,0.0
356,ויצמן/ששת הימים,מרכז,תל אביב,32.331154,34.858841,45,0.001288,45,45,3.072e-05,0.0,0.0
357,מלחמת ששת הימים/ישראל זנגוויל,מרכז,תל אביב,32.331518,34.861524,25,0.000716,25,25,2.407e-05,0.0,0.0
358,הרצל/מינץ,מרכז,תל אביב,32.326819,34.862473,46,0.001317,46,46,2.663e-05,0.0,0.0
359,הרצל/בנימין מינץ,מרכז,תל אביב,32.326176,34.863338,42,0.001202,42,42,2.563e-05,0.0,0.0
360,דרך רזיאל/היהלום,מרכז,תל אביב,32.329126,34.861776,48,0.001374,48,48,2.946e-05,0.0,0.0
361,דרך רזיאל/מלחמת ששת הימים,מרכז,תל אביב,32.330756,34.862389,24,0.000687,24,24,2.54e-05,0.0,0.0
362,דרך רזיאל/מלחמת ששת הימים,מרכז,תל אביב,32.331629,34.86348,20,0.000573,20,20,2.764e-05,0.0,0.0
363,הרב יצחק ניסנבוים/משה גליקסון,מרכז,תל אביב,32.33108,34.865072,12,0.000344,12,12,2.297e-05,0.0,0.0
364,דרך רזיאל/הרב ריינס,מרכז,תל אביב,32.33235,34.864247,14,0.000401,14,14,2.675e-05,0.0,0.0
365,דרך רזיאל/הרב ריינס,מרכז,תל אביב,32.333132,34.865237,12,0.000344,12,12,2.526e-05,0.0,0.0
366,י.ח. ברנר/שד. חיים וייצמן,מרכז,תל אביב,32.334658,34.859208,20,0.000573,20,20,2.419e-05,0.0,0.0
367,ויצמן\שפירא משה,מרכז,תל אביב,32.334382,34.859411,21,0.000601,21,21,2.425e-05,0.0,0.0
368,שדרות וייצמן/יהודה הנשיא,מרכז,תל אביב,32.337669,34.859541,19,0.000544,19,19,3.149e-05,0.0,0.0
369,וייצמן/שרת,מרכז,תל אביב,32.337702,34.859784,17,0.000487,17,17,2.991e-05,0.0,0.0
370,חיים וייצמן/משה איכילוב,מרכז,תל אביב,32.339039,34.859959,20,0.000573,20,20,2.529e-05,0.0,0.0
371,וייצמן/איכילוב,מרכז,תל אביב,32.339836,34.859845,18,0.000515,18,18,2.519e-05,0.0,0.0
372,הרב הרצוג/שדרות חיים וייצמן,מרכז,תל אביב,32.341324,34.86009,20,0.000573,20,20,3.476e-05,0.0,0.0
373,שד.וייצמן/סוקולוב,מרכז,תל אביב,32.341515,34.86033,21,0.000601,21,21,3.627e-05,0.0,0.0
374,בית הבאר/נחום סוקולוב,מרכז,תל אביב,32.342087,34.860981,20,0.000573,20,20,2.944e-05,0.0,0.0
376,הרב ריינס/עמק חפר,מרכז,תל אביב,32.336476,34.865621,8,0.000229,8,8,2.086e-05,0.0,0.0
377,גולומב/טרומפלדור,מרכז,תל אביב,32.341185,34.863344,19,0.000544,19,19,2.543e-05,0.0,0.0
378,שרת/אליהו גולומב,מרכז,תל אביב,32.339896,34.86404,24,0.000687,24,24,2.72e-05,0.0,0.0
379,נחום סוקולוב/פייר ז'ילבר,מרכז,תל אביב,32.341611,34.865289,20,0.000573,20,20,3.341e-05,0.0,0.0
380,נחום סוקולוב/פייר ז'ילבר,מרכז,תל אביב,32.34141,34.86566,19,0.000544,19,19,3.713e-05,0.0,0.0
381,בית חולים לניאדו,מרכז,תל אביב,32.34622,34.857721,18,0.000515,18,18,2.986e-05,0.0,0.0
382,הגדוד העברי/דברי חיים,מרכז,פריפריה,32.34798,34.857421,27,0.000773,27,27,2.86e-05,0.0,0.0
383,אח''י דקר/דברי חיים,מרכז,פריפריה,32.34778,34.857511,27,0.000773,27,27,2.889e-05,0.0,0.0
384,בית חולים לניאדו,מרכז,תל אביב,32.34633,34.857925,18,0.000515,18,18,2.886e-05,0.0,0.0
385,הרב מיימון/מוריה,מרכז,תל אביב,32.345629,34.860975,19,0.000544,19,19,2.872e-05,0.0,0.0
386,הרב מיימון/מוריה,מרכז,תל אביב,32.345805,34.860892,18,0.000515,18,18,2.796e-05,0.0,0.0
387,הגפן\הגדוד העבר,מרכז,פריפריה,32.348002,34.861079,18,0.000515,18,18,3.142e-05,0.0,0.0
388,הגפן\החרוב,מרכז,פריפריה,32.34802,34.861189,18,0.000515,18,18,3.135e-05,0.0,0.0
389,הגפן/שד. עין התכלת,מרכז,פריפריה,32.349772,34.861387,16,0.000458,16,16,2.91e-05,0.0,0.0
390,הגפן/שד. עין התכלת,מרכז,פריפריה,32.349716,34.861483,16,0.000458,16,16,2.911e-05,0.0,0.0
391,קמיל הויסמנס/רבי עקיבא,מרכז,תל אביב,32.342521,34.862124,18,0.000515,18,18,2.626e-05,0.0,0.0
392,קמיל הויסמנס/בלפור,מרכז,תל אביב,32.344115,34.86237,19,0.000544,19,19,2.531e-05,0.0,0.0
395,הגפן/השקד,מרכז,פריפריה,32.351844,34.862521,12,0.000344,12,12,2.678e-05,0.0,0.0
396,הגפן/השקד,מרכז,פריפריה,32.3519,34.862727,12,0.000344,12,12,5.267e-05,0.0,0.0
399,צומת תל יצחק,מרכז,תל אביב,32.255564,34.872795,2,5.7e-05,2,2,2.603e-05,0.0,0.0
401,'כפר נטר א,מרכז,תל אביב,32.268611,34.866013,2,5.7e-05,2,2,3.959e-05,0.0,0.0
402,מרפאה,מרכז,תל אביב,32.269977,34.868766,2,5.7e-05,2,2,8.22e-06,0.0,0.0
403,ההדרים/החרוב,מרכז,תל אביב,32.273119,34.873461,3,8.6e-05,3,3,1.556e-05,0.0,0.0
404,ההדרים/סמטת החרוב,מרכז,תל אביב,32.276544,34.874795,3,8.6e-05,3,3,1.603e-05,0.0,0.0
405,ההדרים/עממי,מרכז,תל אביב,32.258078,34.888347,9,0.000258,9,9,4.689e-05,0.0,0.0
406,ההדרים/עממי,מרכז,תל אביב,32.258273,34.888269,9,0.000258,9,9,3.95e-05,0.0,0.0
407,השומרון/ותיקים,מרכז,תל אביב,32.26319,34.88864,14,0.000401,14,14,2.626e-05,0.0,0.0
408,השומרון/ותיקים,מרכז,תל אביב,32.263559,34.887886,15,0.000429,15,15,2.751e-05,0.0,0.0
409,ההדרים/הלוחמים,מרכז,תל אביב,32.260699,34.88919,9,0.000258,9,9,3.902e-05,0.0,0.0
410,ההדרים/הלוחמים,מרכז,תל אביב,32.260831,34.889346,9,0.000258,9,9,3.769e-05,0.0,0.0
411,המתמיד/הנוטע,מרכז,תל אביב,32.2672,34.887143,14,0.000401,14,14,5.152e-05,0.0,0.0
412,הנוטע/רקפות,מרכז,תל אביב,32.267152,34.887052,14,0.000401,14,14,5.16e-05,0.0,0.0
413,המייסדים/צבר,מרכז,תל אביב,32.269811,34.885011,12,0.000344,12,12,2.011e-05,0.0,0.0
414,מועצה מקומית,מרכז,תל אביב,32.269779,34.888827,12,0.000344,12,12,2.208e-05,0.0,0.0
417,העצמאות/נרקיסים,מרכז,תל אביב,32.274281,34.88719,19,0.000544,19,19,3.276e-05,0.0,0.0
418,כביש 4/השומרון,מרכז,תל אביב,32.261712,34.892477,8,0.000229,8,8,1.789e-05,0.0,0.0
419,כביש 4/תל צור,מרכז,תל אביב,32.275284,34.895065,8,0.000229,8,8,1.425e-05,0.0,0.0
420,כפר נטר הצעירה,מרכז,תל אביב,32.281311,34.873008,6,0.000172,6,6,3.715e-05,0.0,0.0
421,העצמאות/רימון,מרכז,תל אביב,32.281889,34.891557,5,0.000143,5,5,1.116e-05,0.0,0.0
422,כפר נטר הצעירה,מרכז,תל אביב,32.28174,34.872602,6,0.000172,6,6,3.573e-05,0.0,0.0
423,ההדרים/השלום,מרכז,תל אביב,32.278974,34.875265,5,0.000143,5,5,2.373e-05,0.0,0.0
424,האלון/ההדרים,מרכז,תל אביב,32.281095,34.875047,5,0.000143,5,5,2.978e-05,0.0,0.0
425,האלון/ההדרים,מרכז,תל אביב,32.28104,34.876025,8,0.000229,8,8,2.965e-05,0.0,0.0
426,פארק הבנים/הבנים,מרכז,תל אביב,32.281801,34.880624,9,0.000258,9,9,3.708e-05,0.0,0.0
427,גן הבנים/הבנים,מרכז,תל אביב,32.282129,34.880927,9,0.000258,9,9,3.84e-05,0.0,0.0
428,שדרות לנטוס/יוסף,מרכז,תל אביב,32.29696,34.869407,11,0.000315,11,11,2.689e-05,0.0,0.0
429,טום לנטוס/ליבר זאב,מרכז,תל אביב,32.300914,34.86956,9,0.000258,9,9,3.206e-05,0.0,0.0
430,דרך דגניה/בני וו.רייך,מרכז,תל אביב,32.295836,34.873232,8,0.000229,8,8,3.269e-05,0.0,0.0
431,דרך דגניה/ליבר זאב,מרכז,תל אביב,32.299918,34.873394,12,0.000344,12,12,2.44e-05,0.0,0.0
432,טום לנטוס/ד''ר יהודה פרח,מרכז,תל אביב,32.303634,34.86967,9,0.000258,9,9,1.611e-05,0.0,0.0
435,שפיגלמן/הגולן,מרכז,תל אביב,32.307611,34.872856,21,0.000601,21,21,3.146e-05,0.0,0.0
436,בית עלמין,מרכז,תל אביב,32.298762,34.881391,7,0.0002,7,7,2.22e-05,0.0,0.0
437,דגניה\קלויזנר,מרכז,תל אביב,32.306429,34.874354,21,0.000601,21,21,3.427e-05,0.0,0.0
438,דרך דגניה/פרופסור יוסף קלאוזנר,מרכז,תל אביב,32.307437,34.874793,21,0.000601,21,21,3.532e-05,0.0,0.0
440,מרכז דוד/דרך דגניה,מרכז,תל אביב,32.308448,34.874746,19,0.000544,19,19,2.959e-05,0.0,0.0
441,חורשת הסרג'נטים/האוניברסיטה,מרכז,תל אביב,32.306781,34.877867,28,0.000802,28,28,2.885e-05,0.0,0.0
442,הרטום/רות המואביה,מרכז,תל אביב,32.308907,34.876499,25,0.000716,25,25,3.007e-05,0.0,0.0
444,מכללת נתניה/החינוך העברי,מרכז,תל אביב,32.306937,34.879312,27,0.000773,27,27,3.057e-05,0.0,0.0
445,דרך הפארק/האוניברסיטה,מרכז,תל אביב,32.306208,34.880625,21,0.000601,21,21,3.122e-05,0.0,0.0
446,ההשכלה/האוניברסיטה,מרכז,תל אביב,32.307372,34.880983,21,0.000601,21,21,3.882e-05,0.0,0.0
447,ההשכלה/האוניברסיטה,מרכז,תל אביב,32.30755,34.880771,21,0.000601,21,21,3.758e-05,0.0,0.0
448,ההשכלה/הרב יהודה אונטרמן,מרכז,תל אביב,32.30888,34.881223,18,0.000515,18,18,3.041e-05,0.0,0.0
449,ההשכלה/הרב יהודה אונטרמן,מרכז,תל אביב,32.309305,34.881158,19,0.000544,19,19,3.076e-05,0.0,0.0
450,הבנים/המחתרת,מרכז,תל אביב,32.280259,34.884816,13,0.000372,13,13,3.552e-05,0.0,0.0
451,הבנים/מרבד הקסמים,מרכז,תל אביב,32.280217,34.884985,14,0.000401,14,14,3.614e-05,0.0,0.0
452,הבנים/סמטת הורדים,מרכז,תל אביב,32.278278,34.888529,19,0.000544,19,19,4.94e-05,0.0,0.0
453,הבנים/סמטת הורדים,מרכז,תל אביב,32.278373,34.888535,19,0.000544,19,19,4.94e-05,0.0,0.0
454,צומת הדסים,מרכז,תל אביב,32.283842,34.89663,2,5.7e-05,2,2,2.831e-05,0.0,0.0
455,צומת הדסים,מרכז,תל אביב,32.284115,34.897933,2,5.7e-05,2,2,2.944e-05,0.0,0.0
456,הברבור/הזמיר,מרכז,תל אביב,32.30399,34.882232,14,0.000401,14,14,3.509e-05,0.0,0.0
