stop_id,stop_name,region,status,degree_bus,degree_all_modes,is_articulation_point_bus,is_articulation_point_all_modes
25398,אזור/מר. שפינוזה,Center,both,4,4,True,True
27621,שדה ניצן מרכז,South,both,4,4,True,True
28215,בית ספר חאמד,South,both,4,4,True,True
28237,בית ספר חאמד,South,both,4,4,True,True
28324,ניצנה/כפר נוער,South,both,4,4,True,True
28441,התחנה לבריאות המשפחה,South,both,4,4,True,True
28442,התחנה לבריאות המשפחה,South,both,4,4,True,True
28685,בית ספר חופים,Center,both,4,4,True,True
28840,אחת עשרה הנקודות/שדרות וייצמן,South,both,4,4,True,True
28991,כפר מימון,South,both,4,4,True,True
2968,מרכז העיר 1,North,both,4,4,True,True
34298,לשם/הברקת,North,both,4,4,True,True
34304,לשם/הברקת,North,both,4,4,True,True
34763,ארץ חמדה/יהודה המכבי,Center,both,4,4,True,True
